thread,tid,sent,ManualLabel,codes,stakeholder,signal,intent,action
9887454,9887454:14,"""Thanks for your help.Please suggest good link to know more difference b/w DVM and JVM.""",p,"[""'Compatibility'""]",,,,
16781085,16781085:1,"""Swing button vs AWT button?""",o,"[""'Others'""]",,,,
16781085,16781085:2,"""I'm in the beginnings of making a Minesweeper game for a final class project, but before I begin on making the GUI that is required for it, I would like some advice on what buttons to use.""",o,"[""'Others'""]",,,,
16781085,16781085:3,"""Should I be using an AWT or Swing button?""",o,"[""'Usability'""]",,,,
16781085,16781085:4,"""And which would benefit the program more?""",o,"[""'Others'""]",,,,
16781085,16781085:5,"""I'm using Netbeans if that makes a difference.""",o,"[""'Others'""]",,,,
16781085,16781085:6,"""You should use Swing generally.""",o,"[""'Usability'""]",,,,
16781085,16781085:7,"""The main reason being is Swing was designed to replace/enhance AWT.""",o,"[""'Usability'""]",,,,
16781085,16781085:8,"""Swing is, generally, more configurable and flexible to use.""",p,"[""'Usability'""]",,,,
16781085,16781085:9,"""You should avoid mixing AWT and Swing components within the same UI, they tend not to play well together.""",n,"[""'Compatibility'""]",,,,
16781085,16781085:10,"""There is more support and information available for Swing components (not to mention a large community of 3rd party components and developers) You could also take a look at URL_http://dn.embarcadero.com/article/26970 [AWT-vs-Swing] and URL_http://stackoverflow.com/questions/408820/what-is-the- difference-between-swing-and-awt [What-is-the-difference-between-swing-and- awt?]""",p,"[""'Community'""]",,,,
16781085,16781085:11,"""for more details .""",o,"[""'Others'""]",,,,
16781085,16781085:12,"""Few people develop in AWT anymore.""",n,"[""'Community'""]",,,,
16781085,16781085:13,"""(Hover your mouse over the AWT and Swing buttons in your question.""",o,"[""'Others'""]",,,,
16781085,16781085:14,"""You will see 61 people follow AWT questions and 1.3k follow Swing).""",o,"[""'Community'""]",,,,
16781085,16781085:15,"""I would use Swing.""",p,"[""'Usability'""]",,,,
16781085,16781085:16,"""Spend your time learning a more current API and its features.""",o,"[""'Others'""]",,,,
16781085,16781085:17,"""Start with the URL_http://docs.oracle.com/javase/tutorial/uiswing/TOC.html [Swing-tutorial] for the basics.""",o,"[""'Documentation'""]",,,,
5828625,5828625:1,"""If Swing is deprecated, what is the alternative?""",o,"[""'Usability'""]",,,,
5828625,5828625:2,"""I heard that apparently Swing is being developed no longer.""",o,"[""'Others'""]",,,,
5828625,5828625:3,"""I like Swing and use it all the time.""",p,"[""'Usability'""]",,,,
5828625,5828625:4,"""What should I now be using instead?""",o,"[""'Usability'""]",,,,
5828625,5828625:5,"""Although Oracle has much reduced the work on Swing (apparently, seen from an outsider), the ""new Swing"" JavaFX (I don't like this way to call it actually because it has almost no commonalities with Swing) is, from my point of view, not ready yet for primetime.""",o,"[""'Usability'""]",,,,
5828625,5828625:6,"""I'm sure Swing has still a long life to live (at least 2 or 3 more years).""",p,"[""'Others'""]",,,,
5828625,5828625:7,"""_**I never heard such thing and still developing swing apps.""",o,"[""'Others'""]",,,,
5828625,5828625:8,""" Don't give wings to rumors.But as an alternative you can use URL_http://javafx.com/ [JavaFx] or URL_http://www.eclipse.org/swt/ [swt] or URL_http://buoy.sourceforge.net/ [buoy] .""",p,"[""'Usability'""]",,,,
5828625,5828625:9,"""In the Netbeans IDE help file, if you search for 'swing' you will find a page titled 'about the swing application framework'.""",o,"[""'Others'""]",,,,
5828625,5828625:10,"""It says: 'The swing application framework (JSR 296) is no longer developed and will not become part of the official java development kit as was originally planned.""",o,"[""'Others'""]",,,,
5828625,5828625:11,"""It is still included in the IDE and you can use this library as it is, but no further development is expected.""",o,"[""'Usability'""]",,,,
5828625,5828625:12,"""Blah blah...' It suggests to use the netbeans platform instead (which I suppose answers my question, but I have no idea what the netbeans platform is).""",o,"[""'Others'""]",,,,
5828625,5828625:13,"""@Dean: The application framework was a JSR planned for Java 7, now deferred.""",n,"[""'Others'""]",,,,
5828625,5828625:14,"""It is not Swing, but rather a planned enhancement to make building Swing applications much easier.""",p,"[""'Usability'""]",,,,
5828625,5828625:15,"""Oh!""",o,"[""'Others'""]",,,,
5828625,5828625:16,"""I guess I was confused about the whole thing.""",n,"[""'OnlySentiment'""]",,,,
5828625,5828625:17,"""Thanks for sorting this out for me.""",p,"[""'OnlySentiment'""]",,,,
5828625,5828625:18,"""That's a very unfortunate name for Swing.""",o,"[""'OnlySentiment'""]",,,,
5828625,5828625:19,"""Dean isn't the first one here to confuse those two.""",o,"[""'Others'""]",,,,
5828625,5828625:20,"""You probably read something about the 'Swing Application Framework', which while _built using_ Swing, is not 'Swing'.""",o,"[""'Others'""]",,,,
5828625,5828625:21,""" From URL_http://en.wikipedia.org/wiki/Swing_Application_Framework#Status_and_R oadmap [Swing-Application-Framework---Status-and-Roadmap] .""",o,"[""'Others'""]",,,,
5828625,5828625:22,""" Development on an open source Reference Implementation called appframework was begun in 2006.""",o,"[""'Legal'""]",,,,
5828625,5828625:23,"""[1] It was originally expected that this implementation would be the means for integrating JSR 296 into the upcoming Java SE 7 (Dolphin) version of the Java programming language, and the project was scheduled to be included in milestone 5 of the JDK7 development.""",o,"[""'Others'""]",,,,
5828625,5828625:24,"""However, in August 2009, it was announced that the project would not be included due to an inability to reconcile design flaws and achieve consensus among the JSR 296 team before the milestone 5 deadline.""",n,"[""'Usability'""]",,,,
5828625,5828625:25,"""[2] The original Swing Application Framework implementation has been put on hold indefinitely.""",n,"[""'Others'""]",,,,
5828625,5828625:26,"""[3] The last public release of the appframework project is version 1.03.""",o,"[""'Others'""]",,,,
5828625,5828625:27,"""[1] .""",o,"[""'Others'""]",,,,
5828625,5828625:28,"""But SAF has been forked since that time and still exists under the name ""BSAF"".""",o,"[""'Others'""]",,,,
5828625,5828625:29,"""The project still seems active nowadays.""",p,"[""'Usability'""]",,,,
5828625,5828625:30,"""URL_http://www.eclipse.org/swt/ [The-Standard-Widget-Toolkit] .""",o,"[""'Others'""]",,,,
5828625,5828625:31,"""There is nothing wrong with swing.""",p,"[""'OnlySentiment'""]",,,,
5828625,5828625:32,"""Personally i don't like SWT.""",n,"[""'OnlySentiment'""]",,,,
5828625,5828625:33,"""You have to read input-values from widgets and store them in normal variables before a dialog is disposed.""",o,"[""'Others'""]",,,,
5828625,5828625:34,"""If you were using SWT, you can use JFace as well.""",p,"[""'Usability'""]",,,,
5828625,5828625:35,"""It provides a set of viewers (model driven) similar to a lot of Swing models.""",o,"[""'Others'""]",,,,
408820,408820:1,"""What is the difference between swing and awt?""",o,"[""'Others'""]",,,,
408820,408820:2,"""Can some one please explain me what is the difference between swing and awt?""",o,"[""'Others'""]",,,,
408820,408820:3,"""Are there any cases where awt is more useful/ advised to use then swing or vice-versa?""",o,"[""'Usability'""]",,,,
408820,408820:4,"""Related: URL_http://stackoverflow.com/questions/2994304/is-java-swing-still-in - use/2994324#2994324.""",o,"[""'Others'""]",,,,
408820,408820:5,"""AWT is a Java interface to native system GUI code present in your OS.""",o,"[""'Portability'""]",,,,
408820,408820:6,"""It will not work the same on every system, although it tries.""",n,"[""'Portability'""]",,,,
408820,408820:7,"""Swing is a more-or-less pure-Java GUI.""",o,"[""'Usability'""]",,,,
408820,408820:8,"""It uses AWT to create an operating system window and then paints pictures of buttons, labels, text, checkboxes, etc., into that window and responds to all of your mouse-clicks, key entries, etc., deciding for itself what to do instead of letting the operating system handle it.""",o,"[""'Community'""]",,,,
408820,408820:9,"""Thus Swing is 100% portable and is the same across platforms (although it is skinnable and has a ""pluggable look and feel"" that can make it look more or less like how the native windows and widgets would look).""",p,"[""'Portability'""]",,,,
408820,408820:10,"""These are vastly different approaches to GUI toolkits and have a lot of consequences.""",o,"[""'Others'""]",,,,
408820,408820:11,"""A full answer to your question would try to explore all of those.""",o,"[""'Others'""]",,,,
408820,408820:12,""":) Here are a couple: AWT is a cross-platform interface, so even though it uses the underlying OS or native GUI toolkit for its functionality, it doesn't provide access to everything that those toolkits can do.""",n,"[""'Portability'""]",,,,
408820,408820:13,"""Advanced or newer AWT widgets that might exist on one platform might not be supported on another.""",n,"[""'Portability'""]",,,,
408820,408820:14,"""Features of widgets that aren't the same on every platform might not be supported, or worse, they might work differently on each platform.""",n,"[""'Portability'""]",,,,
408820,408820:15,"""People used to invest lots of effort to get their AWT applications to work consistently across platforms - for instance, they may try to make calls into native code from Java.""",n,"[""'Portability'""]",,,,
408820,408820:16,"""Because AWT uses native GUI widgets, your OS knows about them and handles putting them in front of each other, etc., whereas Swing widgets are meaningless pixels within a window from your OS's point of view.""",n,"[""'Portability'""]",,,,
408820,408820:17,"""Swing itself handles your widgets' layout and stacking.""",p,"[""'Usability'""]",,,,
408820,408820:18,"""Mixing AWT and Swing is highly unsupported and can lead to ridiculous results, such as native buttons that obscure everything else in the dialog box in which they reside because everything else was created with Swing.""",n,"[""'Compatibility'""]",,,,
408820,408820:19,"""Because Swing tries to do everything possible in Java other than the very raw graphics routines provided by a native GUI window, it used to incur quite a performance penalty compared to AWT.""",n,"[""'Performance'""]",,,,
408820,408820:20,"""This made Swing unfortunately slow to catch on.""",n,"[""'Performance'""]",,,,
408820,408820:21,"""However, this has shrunk dramatically over the last several years due to more optimized JVMs, faster machines, and (I presume) optimization of the Swing internals.""",p,"[""'Performance'""]",,,,
408820,408820:22,"""Today a Swing application can run fast enough to be serviceable or even zippy, and almost indistinguishable from an application using native widgets.""",p,"[""'Performance'""]",,,,
408820,408820:23,"""Some will say it took far too long to get to this point, but most will say that it is well worth it.""",p,"[""'OnlySentiment'""]",,,,
408820,408820:24,"""Finally, you might also want to check out SWT (the GUI toolkit used for Eclipse, and an alternative to both AWT and Swing), which is somewhat of a return to the AWT idea of accessing native Widgets through Java.""",p,"[""'Usability'""]",,,,
408820,408820:25,""":) .. please check my edited question.""",o,"[""'Others'""]",,,,
408820,408820:26,"""Um... having done some pretty extensive Swing across multiple platforms, I can tell you that it very much is not the same across platforms.""",p,"[""'Portability'""]",,,,
408820,408820:27,"""Similar?""",o,"[""'Others'""]",,,,
408820,408820:28,"""Sure.""",o,"[""'Others'""]",,,,
408820,408820:29,"""Same?""",o,"[""'Others'""]",,,,
408820,408820:30,"""No way.""",n,"[""'OnlySentiment'""]",,,,
408820,408820:31,"""thanks a lot skiphoppy...""",p,"[""'OnlySentiment'""]",,,,
408820,408820:32,"""The heavyweight/leightweight problems will disappear with Java 6 update 12 (see URL_http://java.dzone.com/news/a-farewell-heavyweightlightwei) .""",p,"[""'Performance'""]",,,,
408820,408820:33,"""Wow.""",p,"[""'OnlySentiment'""]",,,,
408820,408820:34,"""I can't believe they can fix it, and I still can't believe mixing lightweight and heavyweight components would ever be desirable.""",p,"[""'Bug'"", ""'Performance'""]",,,,
408820,408820:35,"""But it's incredible that they can fix it.""",p,"[""'Bug'""]",,,,
408820,408820:36,"""Just forget about both.""",n,"[""'OnlySentiment'""]",,,,
408820,408820:37,"""Have a look at WPF.""",n,"[""'OnlySentiment'""]",,,,
408820,408820:38,""":).""",o,"[""'Others'""]",,,,
408820,408820:39,"""The base difference that which already everyone mentioned is that One is weight** and other is weight**.""",n,"[""'Others'""]",,,,
408820,408820:40,"""Let me explain, bacially what the term heavy weight means is that when you are using the awt components the native code used for getting the view component generated by the Operating System**, thats why it the look and feel changes OS to OS.""",o,"[""'Performance'"", ""'Portability'""]",,,,
408820,408820:41,""" Where as in swing components its the responsibility of to generate the view for the components.""",o,"[""'Usability'""]",,,,
408820,408820:42,""" Another statement which i saw is that is MVC based and awt is not.""",o,"[""'Others'""]",,,,
408820,408820:43,""" .""",o,"[""'Others'""]",,,,
408820,408820:44,"""actually Swing uses a Model-Delegate approach, which is derived from the MVC approach, where in the View and Controller are combined for a Delegate structure.""",o,"[""'Usability'""]",,,,
408820,408820:45,"""+1 for more simpler explanation.""",p,"[""'OnlySentiment'""]",,,,
408820,408820:46,"""URL_http://dn.codegear.com/article/26970 [Swing-vs-AWT] .""",p,"[""'Others'""]",,,,
408820,408820:47,"""Basically AWT came first and is a set of heavyweight UI components (meaning they are wrappers for operating system objects) whereas Swing built on top of AWT with a richer set of lightweight components.""",p,"[""'Performance'""]",,,,
408820,408820:48,"""Any serious Java UI work is done in Swing not AWT, which was primarily used for applets.""",o,"[""'Usability'""]",,,,
408820,408820:49,"""are there any cases where awt is more useful/ advised to use then swing?""",n,"[""'Usability'""]",,,,
408820,408820:50,"""Samiksha, make that another question instead of trying to have a discussion thread in these comments.""",o,"[""'Others'""]",,,,
408820,408820:51,""":).""",p,"[""'Others'""]",,,,
408820,408820:52,"""It used to be relevant... 10 years ago.""",o,"[""'OnlySentiment'""]",,,,
408820,408820:53,"""@Pacerier he was talking about AWT, not SWT.""",o,"[""'Others'""]",,,,
408820,408820:54,"""As far as when AWT may be more useful than Swing - you may be targeting an older JVM or platform that doesn't support Swing.""",p,"[""'Usability'"", ""'Portability'""]",,,,
408820,408820:55,"""This used to really come into play if you were building Applets - you wanted to target the lowest common denominator so people wouldn't have to install a newer Java plugin.""",p,"[""'Portability'""]",,,,
408820,408820:56,"""I'm not sure what the current most widely installed version of the Java plugin is - this may be different today.""",p,"[""'Others'""]",,,,
408820,408820:57,""" some people prefer the native look of AWT over Swing's 'not quite there' platform skins.""",p,"[""'Usability'""]",,,,
408820,408820:58,"""(There are better 3rd party native looking skins than Swing's implementations BTW) Lots of people preferred using AWT's FileDialog over Swing's FileChooser because it gave the platform file dialog most people were used to rather than the 'weird' custom Swing one.""",p,"[""'Usability'""]",,,,
408820,408820:59,""" 1.""",o,"[""'Others'""]",,,,
408820,408820:60,"""Swing is part of the java foundation classes.""",p,"[""'Others'""]",,,,
408820,408820:61,"""2.""",n,"[""'Others'""]",,,,
408820,408820:62,"""Swing components are platform-independent.""",n,"[""'Portability'""]",,,,
408820,408820:63,"""3.""",p,"[""'Others'""]",,,,
408820,408820:64,"""Swing components are lightweight components because swing sits on the top of awt.""",o,"[""'Performance'""]",,,,
408820,408820:65,""" 1.""",p,"[""'Others'""]",,,,
408820,408820:66,"""AWT is called the abstract window tool.""",p,"[""'Others'""]",,,,
408820,408820:67,"""2.""",o,"[""'Others'""]",,,,
408820,408820:68,"""AWT components are platform-dependent.""",o,"[""'Portability'""]",,,,
408820,408820:69,"""3.""",p,"[""'Others'""]",,,,
408820,408820:70,"""AWT components are heavyweight components.""",p,"[""'Performance'""]",,,,
408820,408820:71,""" .""",p,"[""'Others'""]",,,,
408820,408820:72,"""AWT occupies more memory space2 .""",n,"[""'Performance'""]",,,,
408820,408820:73,"""AWT is platform dependent3 .""",p,"[""'Portability'""]",,,,
408820,408820:74,"""AWT require javax.awt package .""",o,"[""'Compatibility'""]",,,,
408820,408820:75,"""Swing occupies less memory space2 .""",p,"[""'Performance'""]",,,,
408820,408820:76,"""Swing component is platform independent3 .""",n,"[""'Portability'""]",,,,
408820,408820:77,"""Swing requires javax.swing package .""",p,"[""'Compatibility'""]",,,,
408820,408820:78,"""Difference between Swing and AWTSeveral consequences result from this difference between AWT and Swing.""",n,"[""'Others'""]",,,,
408820,408820:79,"""AWTis a thin layer of code on top of the OS, whereas Swing is much larger.Swing also has very much richer functionality.""",p,"[""'Usability'"", ""'Portability'""]",,,,
408820,408820:80,"""Using AWT, you have toimplement a lot of things yourself, while Swing has them built in.""",n,"[""'Usability'""]",,,,
408820,408820:81,"""ForGUI-intensive work, AWT feels very primitive to work with compared to Swing.Because Swing implements GUI functionality itself rather than relying on thehost OS, it can offer a richer environment on all platforms Java runs on.AWT is more limited in supplying the same functionality on all platformsbecause not all platforms implement the same-looking controls in the sameways.Swing components are called ""lightweight"" because they do not require anative OS object to implement their functionality.""",p,"[""'Portability'""]",,,,
408820,408820:82,"""JDialog and JFrame areheavyweight, because they do have a peer.""",n,"[""'Performance'""]",,,,
408820,408820:83,"""So components like JButton,JTextArea, etc., are lightweight because they do not have an OS peer.""",p,"[""'Performance'"", ""'Portability'""]",,,,
408820,408820:84,"""A ""peer"" is awidget provided by the operating system, such as a button object or an entryfield object.""",p,"[""'Others'""]",,,,
408820,408820:85,""" swing component provide much flexible user interface because itfollow model view controller(mvc).""",o,"[""'Usability'""]",,,,
408820,408820:86,""" awt is not mvc based.""",o,"[""'Others'""]",,,,
408820,408820:87,""" swing works faster.""",p,"[""'Performance'""]",,,,
408820,408820:88,""" awt does not work faster.""",p,"[""'Performance'""]",,,,
408820,408820:89,""" swing componets are light weight.""",o,"[""'Performance'""]",,,,
408820,408820:90,""" awt componentsare heavy weight.""",o,"[""'Performance'""]",,,,
408820,408820:91,""" swing occupies less memory space.""",p,"[""'Performance'""]",,,,
408820,408820:92,""" awt occupies more memory space.""",o,"[""'Performance'""]",,,,
408820,408820:93,""" swing component is platform independent.""",o,"[""'Portability'""]",,,,
408820,408820:94,""" awt is platform dependent.""",o,"[""'Portability'""]",,,,
408820,408820:95,""" swing require javax.swing package.""",p,"[""'Compatibility'""]",,,,
408820,408820:96,""" awt require javax.awt package.""",o,"[""'Compatibility'""]",,,,
6457003,6457003:1,"""Merits of Java applet for web applications.""",o,"[""'Others'""]",,,,
6457003,6457003:2,"""What are the advantages and disadvantages of using a Java applet for authentication as part of a web application?""",o,"[""'Security'"", ""'Usability'""]",,,,
6457003,6457003:3,"""I am think of cases where such an applet is only used for authentication and transaction-signing purpose and not otherwise in the web application.""",o,"[""'Security'"", ""'Performance'""]",,,,
6457003,6457003:4,"""What would be the point of using an applet for authentication & signing?""",o,"[""'Security'"", ""'Usability'""]",,,,
6457003,6457003:5,"""Security theatre?""",o,"[""'Security'""]",,,,
6457003,6457003:6,"""Most servers have built-in SPNEGO support, so you shouldn't have to code something like an applet to do your authentication.""",o,"[""'Security'""]",,,,
6457003,6457003:7,"""Do you need to use any phisical device during authentication.""",o,"[""'Security'""]",,,,
6457003,6457003:8,"""Such as hard drive, flash-card, smart-card, eToken, iKey, etc.?""",o,"[""'Others'""]",,,,
6457003,6457003:9,"""In that case you must use the applet.""",o,"[""'Usability'""]",,,,
6457003,6457003:10,"""Yes, I understand the value when using h/w crypto devices but this is not the general case, including shared-secret and non-machine-readable h/w OTP devices.""",o,"[""'Security'""]",,,,
6457003,6457003:11,"""As a best practice, an applet should only augment the server's capabilities in the context of authentication.""",o,"[""'Security'""]",,,,
6457003,6457003:12,"""The server ought to re-verify what has been sent by the applet (client), for the message could have been modified in transit.""",o,"[""'Security'""]",,,,
6457003,6457003:13,"""There are times however where an applet may serve a valid purpose.""",o,"[""'Security'"", ""'Others'""]",,,,
6457003,6457003:14,"""For instance, messages sent by the client, may be digitally signed by the applet, with the keys being managed in per-user USB drives (containing the private keys).""",o,"[""'Security'""]",,,,
6457003,6457003:15,"""In such a context, the applet serves as a mechanism for accessing the JCA libraries in Java, apart from accessing the USB store.""",o,"[""'Others'""]",,,,
6457003,6457003:16,"""The signature produced will have to re-validated by the server on receipt of the message.""",o,"[""'Security'""]",,,,
6457003,6457003:17,"""When implemented correctly, applets like any client-side security scheme will increase the security posture of an application.""",o,"[""'Security'""]",,,,
6457003,6457003:18,"""When implemented incorrectly, it results in a security theatre where the server relies on the client to provide trusted input.""",p,"[""'Security'""]",,,,
6457003,6457003:19,"""Also, if one needs to perform privileged operations (like access drives containing private keys), then the applet must be signed; and an appropriate Java security policy file must be maintained.""",o,"[""'Security'""]",,,,
6457003,6457003:20,"""Any errors in the management process of the Java security model will obviously lower the security of the system.""",n,"[""'Security'""]",,,,
6457003,6457003:21,"""Also, if native OS specific APIs like MSCAPI have to be accessed, then deployment of native code (DLLs) is a pre-requisite, and the software (not the applet) responsible for doing so, must be coded securely.""",o,"[""'Security'"", ""'Portability'""]",,,,
6457003,6457003:22,"""Disadvantages: Client JVM management.""",n,"[""'Others'""]",,,,
6457003,6457003:23,""" Session/Proxy coordination management.""",o,"[""'Others'""]",,,,
6457003,6457003:24,""" Antiquated technology.""",n,"[""'Usability'""]",,,,
6457003,6457003:25,"""Advantages: Single language skills?""",p,"[""'Usability'""]",,,,
6457003,6457003:26,""" ...?""",p,"[""'Others'""]",,,,
6457003,6457003:27,"""IMHO if you don't need something like powerful GUI support or Java2D (most of which can be done with JQuery, ExtJS, etc) there is no real argument for applets.""",p,"[""'Usability'""]",,,,
20639844,20639844:1,"""How to authenticate users from a rest service.""",o,"[""'Security'""]",,,,
20639844,20639844:2,"""I am trying to authenticate users with a REST service I built using drop wizard.""",o,"[""'Security'""]",,,,
20639844,20639844:3,"""From previous questions I found great example of authenticating with openID on github: URL_https://github.com/gary-rowe/DropwizardOpenID [ URL_https://github.com/gary-rowe/DropwizardOpenID ] However, I don't want to deal with openID at the moment and simply want users to 1.""",p,"[""'Documentation'"", ""'Security'""]",,,,
20639844,20639844:4,"""Signup, 2.""",o,"[""'Others'""]",,,,
20639844,20639844:5,"""Signin My questions/confusions are: 1.""",o,"[""'Others'""]",,,,
20639844,20639844:6,"""For Signup: I'm thinking about sending users's username/password as a CODETERM1 request with the credentials as either form parameters or part of JSON body.""",o,"[""'Others'""]",,,,
20639844,20639844:7,"""However, isn't there a security risk here of sending password in plain text?""",p,"[""'Security'""]",,,,
20639844,20639844:8,"""2.""",o,"[""'Others'""]",,,,
20639844,20639844:9,"""For Sing-in I'm thinking about using CODETERM2 in Dropwizard.""",o,"[""'Others'""]",,,,
20639844,20639844:10,"""3.""",o,"[""'Others'""]",,,,
20639844,20639844:11,"""I don't want to store passwords in plain text.""",o,"[""'Security'""]",,,,
20639844,20639844:12,"""What strategy should I follow after I get the users' password in the CODETERM3 as plain text?""",o,"[""'Security'""]",,,,
20639844,20639844:13,"""I'm looking for some java libraries that can assist in password salt and MD5 .""",p,"[""'Security'""]",,,,
20639844,20639844:14,"""Have you read their [authentication]( URL_http://dropwizard.codahale.com/manual/auth /#oauth2) documentation?""",o,"[""'Documentation'"", ""'Security'""]",,,,
20639844,20639844:15,"""OAuth2 is going to be the most secure and RESTful approach; as for sending creds in plaintext, are you building a web front-end?""",o,"[""'Security'""]",,,,
20639844,20639844:16,"""If so, serve your site over https and it won't be a problem.""",o,"[""'Security'""]",,,,
20639844,20639844:17,"""I don't envision any external apps using the API for data.""",o,"[""'Usability'""]",,,,
20639844,20639844:18,"""My api will just be used by my app's mobile and web interface.""",p,"[""'Usability'""]",,,,
20639844,20639844:19,"""Wouldn't Oauth2 be an overdo for this?""",p,"[""'Security'""]",,,,
20639844,20639844:20,"""OAuth2 is a great approach to ensure that each logged in user receives their own access token that you can track and manage.""",n,"[""'Security'""]",,,,
20639844,20639844:21,"""Short of dropping the API altogether (and using just session/cookies) it's still the best and most scalable approach.""",o,"[""'Performance'""]",,,,
20639844,20639844:22,"""Do the work now, it'll last (forever?""",o,"[""'Others'""]",,,,
20639844,20639844:23,""").""",o,"[""'Others'""]",,,,
20639844,20639844:24,"""Maybe I'm not following correctly.""",o,"[""'Others'""]",,,,
20639844,20639844:25,"""If I go down OAuth2 route I have to register my app with one of the OAuth2 providers e.g.""",o,"[""'Security'""]",,,,
20639844,20639844:26,"""google, github, etc.""",o,"[""'Others'""]",,,,
20639844,20639844:27,"""right?""",o,"[""'Others'""]",,,,
20639844,20639844:28,"""And then I can use that token to authorize the user?""",p,"[""'Security'""]",,,,
20639844,20639844:29,"""No no no... Dropwizard supports OAuth2 on the back end - so you would implement your own OAuth2 service, and then have the browser perform the auth handshake with it; completely independent from Google, et al.""",o,"[""'Security'""]",,,,
20639844,20639844:30,"""Ah, roger that.""",o,"[""'Others'""]",,,,
20639844,20639844:31,"""much better.""",o,"[""'OnlySentiment'""]",,,,
20639844,20639844:32,"""I'll find more info on how to implement OAuth2 with drop wizard.""",p,"[""'Security'""]",,,,
20639844,20639844:33,"""Users can ""signup"" with Oauth2 as well?""",o,"[""'Security'""]",,,,
20639844,20639844:34,"""Yes they can.""",o,"[""'Others'""]",,,,
20639844,20639844:35,"""Looks like their docs are pretty good too, and being open source, you should find lots of examples.""",p,"[""'Documentation'"", ""'Legal'""]",,,,
20639844,20639844:36,"""Looking at the docs, we can see that Dropwizard supports a standalone OAuth2 implementation: URL_http://dropwizard.codahale.com/manual/auth/#oauth2 [ URL_http://dropwizard.codahale.com/manual/auth /#oauth2] OAuth2 has several advantages, many of which can be read about here: URL_http://stackoverflow.com/questions/7561631/oauth-2-0-benefits-and-use- cases-why [OAuth-2.0:-Benefits-and-use-cases-why?]""",o,"[""'Documentation'"", ""'Security'""]",,,,
20639844,20639844:37,"""Things to note: when dealing with authentication, you should always host over HTTPS to ensure transport encryption Dropwizard claims their OAuth2 implementation isn't yet finalized, and may change in the future.""",n,"[""'Security'""]",,,,
20639844,20639844:38,"""As a fall back, they do support Basic auth as well, which when used over HTTPS would be still reasonably secure.""",n,"[""'Security'""]",,,,
20639844,20639844:39,""" Implementing this does not involve using any third party ""social"" authentication services such as Google or Facebook.""",p,"[""'Security'""]",,,,
20639844,20639844:40,"""Thanks for the shout out for the Dropwizard OpenID project.""",o,"[""'OnlySentiment'""]",,,,
20639844,20639844:41,"""Glad it was able to get you started.""",p,"[""'OnlySentiment'""]",,,,
20639844,20639844:42,"""If you want a pure web form type approach, take a look at another of my projects URL_https://github.com/gary-rowe/MultiBitMerchant [MultiBit-Merchant] which provides multiple authentication methods (web form, HMAC, cookie).""",o,"[""'Security'""]",,,,
20639844,20639844:43,"""You'll need to dig around to really see it working since this project is not designed as a demo as such and is very much a work in progress.""",p,"[""'Usability'""]",,,,
20639844,20639844:44,"""After loading the project, look for URL_https://github.com/gary- rowe/MultiBitMerchant/blob/develop/mbm-client/src/main/java/org/multibit/mbm/c lient/interfaces/rest/auth/webform/WebFormClientAuthenticator.java [CODETERM1] which will get you in the right area.""",o,"[""'Others'""]",,,,
20639844,20639844:45,"""The general principles involved with Dropwizard authentication URL_http ://gary-rowe.com/agilestack/2012/10/23/multibit-merchant-implementing-hmac- authentication-in-dropwizard [are-discussed-in-this-blog-article] .""",n,"[""'Security'""]",,,,
20639844,20639844:46,"""Although it targets HMAC you can easily adapt it for web form or cookie using the source code referenced earlier.""",o,"[""'Usability'""]",,,,
20639844,20639844:47,"""It's all MIT license so just use it as you need.""",o,"[""'Legal'""]",,,,
20639844,20639844:48,"""Thanks.""",o,"[""'OnlySentiment'""]",,,,
20639844,20639844:49,"""I am looking through the code and implementing my simple service in parallel.""",o,"[""'Others'""]",,,,
20639844,20639844:50,"""I had one more question - URL_http://stackoverflow.com/questions/20662871/how-to-do-basic-authentication - of-a-resource-in-dropwizard.""",p,"[""'Others'""]",,,,
2476239,2476239:1,"""Open Source Iris Scanning Library in Java.""",o,"[""'Legal'""]",,,,
2476239,2476239:2,"""I am looking for suggestions about open source Iris Scanning libraries in Java.""",o,"[""'Legal'""]",,,,
2476239,2476239:3,"""Has anyone used before which can built an unique profile for each scan & be able to authenticate too.""",o,"[""'Security'""]",,,,
2476239,2476239:4,"""Thank you.""",n,"[""'OnlySentiment'""]",,,,
2476239,2476239:5,"""I haven't used Java libraries that ""just do"" that entire work you describe, but it's not that difficult to use ( URL_http://sourceforge.net/projects/javavis/ [ URL_http://sourceforge.net/projects/javavis/ ] ) as in the sample code described in the following paper: URL_http://imai-software.com/openlab/data/IMAI- JOUNALVI.pdf#page=43 [ URL_http://imai-software.com/openlab/data/IMAI - JOUNALVI.pdf#page=43] (see from page 43) - that paper is quite good and for it's length :).""",o,"[""'Documentation'"", ""'Usability'""]",,,,
2476239,2476239:6,"""Of course, there are a few ""working"" solutions, e.g.""",n,"[""'Documentation'""]",,,,
