sent,codes,test
"""Short of dropping the API altogether (and using just session/cookies) it's still the best and most scalable approach.""","[""'Performance'""]",0.0387178
"""This bug has made me sad: URL_http://sourceforge.net/tracker/?func=detail&aid=2062 744&group_id=171425&atid=857928.""","[""'Bug'""]",0.825676589
"""ToStringBuilder uses threadlocal!?!""","[""'Performance'""]",0.755021242
"""Anyway, there are hundreds of alternatives in Java.""","[""'Others'""]",0.207953159
"""Advanced or newer AWT widgets that might exist on one platform might not be supported on another.""","[""'Portability'""]",0.719332826
"""So I used Gson.""","[""'Usability'""]",0.771772885
"""It's a crime that code generation is the default way to layout code in Java because better ways of doing GUIs have been around for decades.""","[""'Usability'""]",0.754045677
"""I say ""new"", but it's really been around for years, just not as open source.""","[""'Legal'""]",0.483542483
"""Check out URL_http://java.sun.com/docs/books/tutorial/essential/io/scanning.html .""","[""'Documentation'""]",0.616367788
"""This facilitates a nice, clean DSL but it faces a problem when trying to create queries for databases that are only known at runtime, like in the OP's example above.""","[""'Usability'""]",0.053686003
"""Now send the CODETERM6 and the CODETERM7 to the recipient.""","[""'Others'""]",0.123736588
"""The only drawback I noticed is that I can't create object's id on my own for cross referencing.""","[""'Usability'""]",0.881024243
"""It ends up being not fitting well into this Q&A format, and it's code that you probably don't need to write yourself.""","[""'Usability'""]",0.832046602
"""This is what I meant by an ""IDE-like"" interface, maybe not the best choice of words.""","[""'OnlySentiment'""]",0.352986827
"""Because we used this approach, we were able to drop in a null logger and be happy.Someone vote me back up to 0 Please :-).""","[""'Usability'""]",0.925588524
"""You may find if you need to support various dialects of sql in complex statements that any approach based on a grammar will fail you.""","[""'Others'""]",0.106888403
"""Overview of a REST architecture** Let's step back a little and consider typical web architectures from a REST point of view.""","[""'Others'""]",0.262401473
"""I too agree that Spring Security feels too complicated (to me).""","[""'Usability'""]",0.90812768
"""Open Source Iris Scanning Library in Java.""","[""'Legal'""]",0.444625269
"""No need for remote calls here.""","[""'Others'""]",0.424931851
"""Hibernate is already a core component of my solution so its not introducing a new dependency.""","[""'Others'""]",0.052998961
"""But as we move forward, you will discover that those two classes are supported by a rich API, letting you manipulate all the REST artifacts.""","[""'Others'""]",0.602262517
"""This can result in large amounts of RAM getting allocated and not used when CODETERM10 classes start to grow large.""","[""'Performance'"", ""'Usability'""]",0.069621375
"""BTW I hope that future version of JAX-RS add a nice client side API along the lines of the one in Jersey .""","[""'Others'""]",0.205353242
"""Apache Commons allows: CODESNIPPET_JAVA1 .""","[""'Usability'""]",0.473677292
"""There is almost no reason to write this kind of networking code from scratch now.""","[""'Others'""]",0.962042396
"""You feed the grammar to ANTLR, which spits out the lexer/parser classes that you'll then compile and run.""","[""'Others'""]",0.70492771
"""The only hard part is when you don't know how many characters you need to read.""","[""'Usability'""]",0.666977201
"""That's exactly what ( a modern ) compiler does.""","[""'Others'""]",0.771910841
"""Have this connect to the server proxy.""","[""'Others'""]",0.234710196
"""Using the Bind dialog box, you can quickly generate bindings for JavaBeans components.""","[""'Usability'""]",0.712814411
"""Very powerful, widely used and accepted.""","[""'Performance'"", ""'Usability'"", ""'Community'""]",0.355483202
"""I think this should be public String convertStreamToString .""","[""'Others'""]",0.806200949
"""When I ran into a problem, I could usually solve it quickly by looking at an example.""","[""'Documentation'""]",0.467391971
"""Will find out.""","[u""'Others'""]",0.696999581
""") CODESNIPPET_JAVA5 .""","[""'Others'""]",0.671284097
"""grrrr Any good links - much appreciated.""","[""'OnlySentiment'""]",0.213698675
"""3.""","[""'Others'""]",0.327660334
"""I would suggest you look at DataInputStream and DataOutputStream.""","[""'OnlySentiment'""]",0.73479236
""" FlexJSON shines with its deepSerialize method that can properly handle serializing all get methods presented in a bean obtained from Hibernate (lazy loaded).""","[""'Usability'""]",0.680322331
"""As far as I know they are focused on text-based output formats.""","[""'Others'""]",0.612514208
"""JDK 7/8 answer that closes the stream and still throws an IOException: CODESNIPPET_JAVA1 .""","[""'Bug'""]",0.579737763
"""The number of connections you're talking about tells me you should use java.net.""","[""'Others'""]",0.911357327
"""@Astron Sorry, I don't really understand your question.""","[""'Others'""]",0.264399285
"""Does anyone know where the sql grammar is located?""","[""'Others'""]",0.552497208
"""I don't recall this being a problem in 2003.""","[""'Others'""]",0.744777566
"""Generating your own key from a byte array is easy: CODESNIPPET_JAVA1 .""","[""'Usability'""]",0.034974939
"""Can log4j be used as a dumpster instead?""","[""'Usability'""]",0.700276457
"""The beauty of Spring Security 3.x is it is extremely configurable, which contributes to one of the main cons: too complicated to understand.""","[""'Security'"", ""'Usability'""]",0.410373225
"""I still maintain that hooking up your debugger to a production application is a bad idea.""","[""'Usability'""]",0.188761993
"""URL_http://java.sun.com/javase/6/docs/api/java/net/HttpURLConnection.html In particular, getHeaderField, getHeaderFieldKey, and getContent.""","[""'Others'""]",0.445557483
""") .""","[""'Others'""]",0.178710799
"""Benefit -- it is portable across databases.""","[""'Portability'""]",0.696468107
"""We have a mix of 1.4.2 and 1.5 Sun JVMs running on Solaris 9 and Linux (Redhat Enterprise 4).""","[""'Others'""]",0.885377426
"""Most of the example code in the book is actually Ruby, but it's easy enough to understand even if you're not a Ruby expert.""","[""'Documentation'""]",0.626802836
"""Meanwhile we can dream of URL_http://groovy.codehaus.org/Operators#Operators- SafeNavigationOperator(%3F.""","[""'OnlySentiment'""]",0.256265887
"""If you need advanced components (more than NetBeans offers) you can easily integrate SwingX without problems (or JGoodies) as the NetBeans platform is completely based on Swing.""","[""'Usability'""]",0.278665603
"""What better way to open my account on the site.""","[""'Community'""]",0.587324056
"""You are right.""","[""'OnlySentiment'""]",0.972616838
"""One user reported this didn't work for him.""","[""'Usability'""]",0.343524885
"""Maybe you should try the URL_http://www.bouncycastle.org/ [BouncyCastle] crypto provider.""","[""'Usability'""]",0.941783151
"""No need to worry about protocol issues ... it'll all look like method calls to you, on both ends.""","[""'Usability'""]",0.701804393
"""The reason it works is because URL_http://download.oracle.com/javase/6/docs/api/java/util/Scanner.html [Scanner] iterates over tokens in the stream, and in this case we separate tokens using ""beginning of the input boundary"" (\A) thus giving us only one token for the entire contents of the stream.""","[""'Documentation'"", ""'Usability'""]",0.565928449
""").""","[""'Others'""]",0.844722685
"""Please correct me if I'm wrong.""","[""'Others'""]",0.333781385
"""@Thimmayya: then this is a rhetorical question.""","[""'OnlySentiment'""]",0.95995372
"""The URL_http://commons.apache.org/logging/ [Commons-Logging-overview] gives the reason for its existence: logging from library code, when you have no control over the underlying logging framework.""","[""'Usability'""]",0.050858345
"""as ""heavily concurrent"" I assume 32+ cores that don't get starved.""","[""'Performance'""]",0.241583206
"""IOUtils.toString is deprecated.""","[""'Usability'""]",0.123672555
"""Furthermore, as far as I understand, JIDE is flexible with regards to letting open source projects use their components in exchange for a link to their website or a logo in the 'About' dialog.""","[""'Legal'""]",0.114445092
"""this above code create Json like this CODESNIPPET_JAVA3 .""","[""'Others'""]",0.221631852
"""Apache Commons allows: CODESNIPPET_JAVA1 .""","[""'Usability'""]",0.986543001
"""but Serialization will make it binary.""","[""'Others'""]",0.511652045
"""Even if you are not interested in reading XML/HTML/MS DOC formats you can just specify ""text/plain"".""","[""'Usability'""]",0.249181157
"""This solution uses multibyte characters.""","[""'Documentation'""]",0.673986533
"""Isn't there a reader.close() missing?""","[""'Usability'""]",0.095931088
"""maybe i'm wrong, but i think marshall/unmarshall pursuit a different goal, what you are trying to do is conceptually incorrect.""","[""'Usability'""]",0.918684384
"""What you can do is create a set of regular expressions to match those patterns.""","[""'Others'""]",0.991206622
"""You don't just want to extract parameters.""","[""'Others'""]",0.416121974
"""Does someone have different (i.e.""","[""'Others'""]",0.831904483
"""ServletContainer class will take care of this (parsing url in it's service method) and there are lots of other classes also which will make your task easier.""","[""'Usability'""]",0.096510183
"""Are there other ideas or frameworks which offer lets say JMS over HTTP.""","[""'Others'""]",0.171959583
"""I'm not sure what problems might occur with the bytes and character sets etc, but it works for me.""","[""'Usability'""]",0.454525344
"""basically I want to map the files to objects and vise versa.""","[""'Others'""]",0.449612904
""" JGoodies OTOH is about PLAFs and layouts.""","[""'Others'""]",0.218906431
"""Really easy to map JSON to almost any java object by only annotating the class using JsonElement and then passing the java and class to JsonReader like: CODESNIPPET_JAVA1 .""","[""'Usability'""]",0.354513064
"""Take heed.""","[""'Others'""]",0.299342217
"""+1 anyway :).""","[""'OnlySentiment'""]",0.773486344
"""Apache Tika is an excellent suggestion.""","[""'OnlySentiment'""]",0.549018123
"""My personal opinion: Go for Swing together with the NetBeans platform.""","[""'OnlySentiment'""]",0.583980481
"""But every message you send after that should include the unique IV that was used to encrypt that message (and that message.""","[""'Others'""]",0.505316471
"""For instance, System.console().readLine() (new in Java 6) is pretty easy.""","[""'Usability'""]",0.087577956
"""URL_https://github.com/fuzzylollipop/sqlck [SQL-Construction-Kit] is a very flexilble, no dependency framework.""","[""'Usability'""]",0.20162119
"""Adding yet another layer of complexity, the application server may have global logging configurations that may not recognize local configurations for a particular web application.""","[""'Usability'""]",0.252755114
"""@offtopic but I don't like these databases being called NoSQL, it seems that the emphasis is on not having sql though the reality is that these database lack relational schema and thats why people want it not because they don't want to use sql.""","[""'Usability'""]",0.01064623
""") We haven't looked too much into EJB yet, but after the first two tries I'm wondering if what we're trying to achieve is at all possible.""","[""'OnlySentiment'""]",0.253913344
"""Perhaps URL_http://jsqlparser.sourceforge.net/ [jsqlparser] will work for you.""","[""'Usability'""]",0.930688902
"""There are 2 that you can use (I've used them both, and they are both very powerful, and easy to use): URL_http://netbeans.org/ [Netbeans] which has a built in URL_http://netbeans.org/features/java/swing.html [Gui-Builder] .""","[""'Usability'""]",0.092050609
"""That's where it came from... My Android tools library :).""","[""'Usability'""]",0.694810607
"""For running this code, make sure you have the right Unlimited Strength Jurisdiction Policy Files in your JRE as stated in URL_http://www.ngs.ac.uk/tools/jcepolicyfiles .""","[""'Usability'""]",0.922093224
"""[3] The last public release of the appframework project is version 1.03.""","[""'Others'""]",0.842236271
"""I'm in the beginnings of making a Minesweeper game for a final class project, but before I begin on making the GUI that is required for it, I would like some advice on what buttons to use.""","[""'Others'""]",0.415039334
"""I've been using it in a project and found it integrates very easily into a project.""","[""'Usability'""]",0.812696276
"""I tend to use a set of helper classes that do it once for me, so I don't need keep referring to Google or even StackOverflow for the answer.""","[""'Usability'""]",0.496603161
"""We are doing Swing development since nearly 10 years.""","[""'Others'""]",0.155006668
"""2.""","[""'Others'""]",0.051203969
"""One should always strive to slot a level of interdirection and hide an implementation even if it is clogging with your own logging.""","[""'Others'""]",0.633495089
"""Like I said, it works for me and my purposes.""","[""'Usability'""]",0.607449375
"""Nikita's point is an excellent one: don't confuse mature with bad.""","[""'Others'""]",0.507418583
"""But this is also for transforming into well XMLs.""","[""'Usability'""]",0.541951755
"""It might be that you decide the log4j async appender is not appropriate URL_http://glueclue.blogspot.com/2007/01/log4j-asyncappender-is-not- always_31.html [(here-are-some-complaints-about-it)] , you could always make your own appender.""","[u""'Documentation'""]",0.881483081
"""I'm glad I got good answers to both questions, but it makes it rather hard to chose which answer to accept.""","[""'Documentation'""]",0.989538186
"""just as a side note, the original readFully method I have in my code does not return String, it returns byte[] for a more general purpose functionality.""","[""'Others'""]",0.08501964
"""If you just want to say ""Hello World"", you don't need JAX-RS.""","[""'Others'""]",0.82306421
"""Now, highlight ""someObject"" and press CTRL+SHIFT+I (or right click and say ""inspect"").""","[""'Others'""]",0.260746749
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.061816403
"""FWIW, XStream with Badgerfish (jettison) does handle them (since it's full object-serialization framework, although resulting json looks ugly, as its xml based, just converts to json via badgerfish).""","[""'Usability'""]",0.580591729
"""Don't be burnt by misunderstanding what available() gives you.""","[""'Usability'""]",0.544975752
"""Rest clients for Java?""","[""'Others'""]",0.856139191
"""Run the program in debug mode, allow the debugger to switch over to its perspective when the line is hit.""","[""'Others'""]",0.529681109
"""If possible, it should be customizable or flexible enough to also be able to parse (or at least ignore) vendor-specific syntax (such as Oracle tablespace definitions or MySQL's LIMIT clause).""","[""'Usability'""]",0.76332923
"""The problem is that you were probably blocking the main Swing event thread (the thread that handles things like button clicks).""","[""'Bug'""]",0.578301509
"""Some are calling it the successor to Swing, but it's still too immature to call that battle.""","[""'Usability'""]",0.185231775
"""What's Up with Logging in Java?""","[""'Others'""]",0.422526159
"""You can get URL_https://northconcepts.com/data- pipeline/expression-language/ [more-info-on-the-expression-language-here] .""","[""'Others'""]",0.785273508
"""Don't forget the specify the proper encoding!""","[""'Others'""]",0.584605613
"""Regarding available: This will cut off data if the stream is longer than the buffer size.""","[""'Bug'""]",0.336214328
""" _I looked at Google's Gson as a potential JSON plugin.""","[""'Others'""]",0.23952425
"""It is also more robust against temporary network troubles as the server by default queues messages and wont get upset if the client isn't available on its schedule.""","[u""'Others'""]",0.749912028
"""It's not free, but not that pricey either and it gives you a whole lot more tools under your belt.""","[""'Legal'""]",0.174349563
""" See also: URL_http://json.org/ [Json.org] - Introduction to JSON URL_https://sites.google.com/site/gson/gson-user-guide [Gson-User-Guide] - Introduction to Gson .""","[""'Others'""]",0.259153787
"""Blah blah...' It suggests to use the netbeans platform instead (which I suppose answers my question, but I have no idea what the netbeans platform is).""","[""'Others'""]",0.252760773
"""It's been suggested several times on this thread by myself and others, but have you looked at Terracotta?""","[""'Community'""]",0.554836578
"""XML serialization in Java?""","[""'Others'""]",0.982638839
"""(3) Startup time depends which config you pick, it varies from around 3 seconds for a minimal config, to a minute or ttwo for the bells-and-whistles config.""","[""'Usability'""]",0.822805136
"""The web site looks great.""","[""'OnlySentiment'""]",0.839165479
"""That code will normalize line breaks, which may or may not be what you really want to do.""","[""'Usability'""]",0.126531944
"""@Mark I didn't mean to use ""a""+""b"" but to say what was a concatenation* about I change it to be explicit.""","[""'Usability'""]",0.524688894
""") Have a very nice set of components, like for example TreeTable.""","[""'Usability'""]",0.328201353
"""clogging has its own way of discovering what framework it will use - its not nice and rather convuluted.""","[""'Usability'""]",0.028446121
"""It's not that difficult, just annoying.""","[""'Usability'""]",0.631910696
"""I can specify a 16bit one which works for 128bit encryption which works.""","[""'Usability'""]",0.829794577
"""So I used Gson.""","[""'Others'""]",0.751805663
""" and Receiving Files** The sending and receiving of a file basically breaks down to two simple pieces of code.""","[""'Usability'""]",0.991162533
"""ill update the text.""","[""'Others'""]",0.773745834
"""Note that the second parameter (i.e.""","[""'Others'""]",0.100003626
"""GlassFish is friendlier for developers.""","[""'Usability'""]",0.999567552
"""I discovered this through experimentation after digging through the URL_https: //github.com/mozilla/rhino/blob/master/toolsrc/org/mozilla/javascript/tools/sh ell/Main.java [Rhino-shell-executable] .""","[u""'Others'""]",0.295638364
"""Export information/services into JMX and then use RMI+SSL to access it remotely.""","[""'Others'""]",0.910048919
"""There is vast of Information Extraction algorithms, to name a few: regular expressions, statical methods, machine learning based, dictionaries, etc.""","[""'Others'""]",0.115704376
"""Even though GlassFish is open source, hardly anyone is ready to develop application server for his/her own needs... From my point of view GF is easier to administer, is a better solution from purely technological point of view, but it is far less popular and has uncertain future.""","[""'Usability'"", ""'Legal'""]",0.206904579
"""I think the below answer (IOUtils.toString()) is simpler since there is no need for a StringWriter.""","[""'Usability'""]",0.311505782
"""I use ACL + log4j.""","[""'Usability'""]",0.111095403
"""i want to delete all the contents that are present in a folder which includes files and folder too.""","[""'Others'""]",0.095389761
"""For example, if you're getting the body of an HTTP request via it's just request.getReader() )**.""","[""'Others'""]",0.234451658
"""However, this is probably good enough in many cases.""","[""'Usability'""]",0.801492889
"""A bit of investigation highlighted some scarily bad synchronization in the source code.""","[""'Performance'""]",0.6791467
"""JBoss and different versions of Hibernate.""","[""'Others'""]",0.793375841
"""The Flat File is the perfect NoSQL database.""","[""'Usability'""]",0.671771084
"""""Applet Portability: most Web browsers support AWT classes so AWT applets can run without the Java plugin.""","[""'Portability'""]",0.111491232
"""SLF4J has a URL_http://www.slf4j.org/legacy.html [commons-logging-bridge] that you can use to replace the commons logging library.""","[""'Usability'""]",0.663036975
"""In the end I Found a ORM framework called Canyon which mapping Files to Objects.""","[""'Others'""]",0.336697465
"""I want to implement a tool in Java to learn more about cryptography.""","[""'Security'""]",0.159855344
"""If, by any change, you are in an application which already uses URL_http://restfb.com/ [ URL_http://restfb.com/ ] then you can do: CODESNIPPET_JAVA1 .""","[""'Compatibility'"", ""'Usability'""]",0.138061562
"""I should enhance the translator to deal with log4j.xml as well.""","[""'Others'""]",0.512685639
"""Here's an example of Spring Security 3.x of one of my projects:- CODESNIPPET_JAVA1 .""","[""'Security'""]",0.135548855
"""""Most Web browsers do not include the Swing classes, so the Java plugin must be used.""","[""'Usability'""]",0.64340006
"""SimMetrics is probably what you need: URL_http://sourceforge.net/projects/simmetrics/ [ URL_http://sourceforge.net/projects/simmetrics/ ] It has several algorithms for calculating various flavours of edit-distance.""","[""'Usability'""]",0.874767607
"""For example, to reduce the access to disk, you can use a large buffer.""","[""'Others'""]",0.430389454
"""I love this game.""","[""'OnlySentiment'""]",0.110753933
"""If you have a deep bean structure, everything else will be implemented with dyna beans.""","[""'Others'""]",0.103660067
"""I've been using this idiom for some time now.""","[""'Usability'""]",0.197871514
"""I don't envision any external apps using the API for data.""","[""'Usability'""]",0.956899938
"""Now my question is in terms of what I should code against is SLF4J the right choice for the future given log4j 2.0.""","[""'Others'""]",0.725795887
"""Is Bouncy Castle API Thread Safe?""","[u""'Performance'""]",0.087109587
"""By itself is pretty low-level, and it uses the platform's native widgets through JNI.""","[""'Portability'""]",0.430639623
"""I have always wondered, is it possible that input.available() return less bytes count than those in the file; I guess with big files.""","[""'Others'""]",0.798655585
"""What is wrong?""","[""'OnlySentiment'""]",0.745204535
"""I agree that common metrics ought to be exposed via JMX.""","[""'Others'""]",0.334476746
"""Yeah, it really shouldn't require so much boilerplate to do something as simple as read strings from a stream.""","[""'Usability'""]",0.97226195
"""I can recommend URL_http://www.jooq.org [jOOQ] .""","[""'OnlySentiment'""]",0.76841597
"""only a specific format which is defined by the company.""","[""'Others'""]",0.021330485
"""I have used Jackson a lot, and it blows the competition away.""","[""'Usability'""]",0.796990671
"""SWT, developed by IBM, is not based on Swing, it is/was a competing technology.""","[""'Others'""]",0.751544643
"""Did help.""","[""'OnlySentiment'""]",0.218591555
"""The following is my understanding of the different frameworks, please correct me if im wrong.""","[""'Others'""]",0.867593461
"""You configure this by setting the CODETERM1 property to CODETERM2 .""","[""'Usability'""]",0.282797191
"""- log4j was the first, then disagreement arose, and slf4j+logback was written.""","[""'Usability'""]",0.158709647
"""However there are many chances that we need a small, fast one.""","[""'Performance'""]",0.785542771
"""What HTML parsers have the following features: Fast Thread-safe Reliable and bug-free Parses HTML and XML Handles erroneous HTML Has a DOM implementation Supports HTML4, JavaScript, and CSS tags Relatively simple, object-oriented API What parser you think is better?""","[""'Bug'"", ""'Performance'"", ""'Usability'""]",0.614430125
"""about SQL99: I could tell you one thousand reasons why that be true.""","[""'Others'""]",0.253583568
"""Although Spring didn't offer any method for this, using JNDITemplate to bind them was also trivial.""","[""'Usability'""]",0.577655403
"""JavaFX is worth taking a look at .""","[""'OnlySentiment'""]",0.85839366
"""it might optimize the String constants out, I can't recall from the last time decompiled the byte code, but I do know that if there are any variables in there it will use a StringBuilder implementation for sure.""","[""'Performance'"", ""'Usability'""]",0.679496226
"""The message we just received contained the data we want, doesn't it?""","[""'Others'""]",0.755076148
"""@avanderw Maybe your experience is only with simple webapps, because I know from mine that it really helps a lot with more complex applications.""","[""'Usability'""]",0.530286134
"""Combining 3 different replies gives what I think is the correct answer.""","[""'Documentation'""]",0.913083406
""" jOOQ effectively combines complex SQL, typesafety, source code generation, active records, stored procedures, advanced data types, and Java in a fluent, intuitive DSL.""","[""'Usability'""]",0.846507994
"""4) Use of platform-default character encoding.""","[""'Portability'""]",0.80400162
"""I would advise against Spring MVC for REST because it is not JAX-RS compliant.""","[""'Compatibility'""]",0.992403432
"""Give boon a try: URL_https://github.com/RichardHightower/boon [ URL_https://github.com/RichardHightower/boon ] It is wicked fast: URL_https://github.com/RichardHightower/json-parsers-benchmark [ URL_https://github.com/RichardHightower/json-parsers-benchmark ] Don't take my word for it... check out the gatling benchmark.""","[""'Performance'""]",0.662826871
"""The salt is used to prevent dictionary attacks against the key in the event your encrypted data is compromised.""","[""'Security'""]",0.151357175
"""Also the user list is very responsive and extremely helpful.""","[""'Community'""]",0.588966067
"""That means Shiro's Spring integration is superb and it all works exceptionally well.""","[""'Compatibility'"", ""'Usability'""]",0.923481923
"""the bar-date element should be defined with a xsd:date type.""","[""'Others'""]",0.265588144
"""Anyone else has a better sollution?""","[""'Usability'""]",0.167982368
"""I use Apache HTTPClient to handle all the HTTP side of things.""","[""'Usability'""]",0.169174628
"""Any HTTP performance test that lasts 2 second is simply not representative.""","[""'Performance'""]",0.442537604
"""You really, should be using IOUtils.copy(inputStream, writer, encoding); unless you really, know what you're doing, which people never do with character encoding related programming.""","[""'Usability'""]",0.397655438
"""I would really like to hear what you have discovered since posting this.""","[""'Others'""]",0.229869865
"""Oh!""","[""'Others'""]",0.50106941
"""It's highly recommended to ignore this method so much so that you could treat this to be a restricted API.""","[""'Usability'""]",0.021436389
"""It is build on top of Java EE security hence Java SE hence JAAS.""","[""'Security'""]",0.069663341
"""I know we can use the CODETERM1 method in Java get an individual character in a string by specifying its position.""","[u""'Usability'""]",0.177818801
"""Just using reflection is pretty fast and much simpler than generating code.""","[""'Performance'"", ""'Usability'""]",0.741427985
"""Are they snippets of your (de)serialized xml or are they something completely different?""","[""'Others'""]",0.754346742
"""Console.WriteLine allows the user to specify a position in a string.""","[""'Usability'""]",0.493425499
"""This might suit perfectly as it's a tried and proven framework.""","[""'Performance'""]",0.517016943
"""However there are many chances that we need a small, fast one.""","[""'Performance'""]",0.527863253
"""It uses native components, so it will only look as beautiful or ugly as the other components generally seen in that OS.""","[""'Portability'""]",0.111545252
"""A ""peer"" is awidget provided by the operating system, such as a button object or an entryfield object.""","[""'Others'""]",0.398184815
"""Have a look at Kundera.""","[""'OnlySentiment'""]",0.464528246
"""Is it null?""","[""'Others'""]",0.234011343
"""I can't recommend it as an example.""","[""'Documentation'""]",0.473666365
"""And are you willing to use any libraries at all, such as machine learning?""","[""'Usability'""]",0.536152733
"""@PavelRepin @Patrick in my case, an empty inputStream caused a NPE during Scanner construction.""","[""'Bug'""]",0.781336369
"""You also use local references and calling semantic to talk to the EJBs since they're in the same server.""","[""'Others'""]",0.356850531
"""Really too bad.""","[""'OnlySentiment'""]",0.836040256
"""3.""","[""'Others'""]",0.194094006
"""I want to note one thing: old doesn't mean bad.""","[""'Others'""]",0.117712983
"""If you were feeling adventurous, you could mix Scala and Java and end up with this: CODESNIPPET_JAVA1 .""","[""'Usability'""]",0.396200818
"""Take a look at URL_http://www.jboss.org/jbosscache/ [JBossCache] .""","[""'OnlySentiment'""]",0.152303738
"""I was wondering about String.format().""","[""'Others'""]",0.224189212
""" Copy this code into all your projects.""","[""'Usability'""]",0.014756124
"""Looking around, Bouncy Castle had a .NET implementation in addition to a Java.""","[""'Compatibility'""]",0.912722681
"""However with Java 5 (or 6?""","[""'Others'""]",0.471180036
"""to this CODESNIPPET_JAVA2 .""","[""'Others'""]",0.107670995
"""Yuck, no thanks.""","[""'OnlySentiment'""]",0.679091348
"""It's pretty quick to do, and it would be in Java.""","[""'Usability'""]",0.629739031
"""Most NoSQL data stores don't support the concept of a composite primary key - and some of them won't allow you unique columns in the first place.""","[""'Usability'""]",0.291014875
"""Libraries like netty also obviate the ""async vs threads"" question almost entirely, gives you good performance, and still lets you tweak the threading model as needed.""","[""'Performance'""]",0.869523072
"""Note that there is currently a bug which prevents some of the examples to work ( URL_https://issues.apache.org/jira/browse/PIVOT-858 [PIVOT-858] ) in your browser.""","[""'Bug'""]",0.665427977
"""For ActiveMQ, I found very little documentation comparing to Jboss.""","[""'Documentation'""]",0.010497532
"""The platform default is available from URL_http://docs.oracle.com/javase/7/doc s/api/java/nio/charset/Charset.html#defaultCharset%28%29 [the-CODETERM3-class] itself: CODESNIPPET_JAVA3 .""","[""'Documentation'""]",0.442052273
"""GlassFish has more super-high-end entrprise add-ons, like HA-Database, that storesuser session on a cluster in Database, not in memory, so the full failover ispossible, whatever disaster would happen 6.""","[""'Usability'""]",0.474580575
"""why you are converting jsonarray to JSONObject?""","[""'Others'""]",0.193652545
"""Thanks for alerting me.""","[""'OnlySentiment'""]",0.111294964
"""use of annotations) it is not convoluted to get to the values of parameters (e.g.""","[""'Usability'""]",0.77711697
"""Plus it limits remote access to defined sources/targets on the destination machine instead of allowing access to any (authorized) part of the filesystem.""","[u""'Others'""]",0.642898822
"""Other than that there's also: the URL_http://www.jetbrains.com/idea/ [IntelliJ-IDEA] visual editor ( URL_http://www.jetbrains.com/idea/features/gui_builder.html [flash-demo-of-the-features] ) and Eclipse's URL_http://www.eclipse.org/vep/WebContent/main.php [Visual-Editor] Personally I've used Netbeans' and IDEA's visual editors.""","[""'Usability'""]",0.864422573
"""I only had to extend 2 or 3 classes, and the whole thing took only about 25 lines of XML config in my spring context.""","[""'Usability'""]",0.094145099
"""I am using JFace and RCP for rich clients.""","[""'Others'""]",0.893826574
"""@ArchimedesTrajano Not with the Java Cryptography Architecture.""","[""'Usability'""]",0.511014503
"""It's more about WHERE you break it up: I'm talking about null checks at the beginning of constructors and methods before the actual logic of the code starts, so that you're not trying to break lines up in the MIDDLE of a method/piece of logic.""","[""'Others'""]",0.124547361
"""I need to build the server side of a JSON-REST API, and I've been playing with Jersey to do it (using it's JSON-POJO mapping feature).""","[""'Others'""]",0.253325381
"""I just think it's important to have a good reason to avoid libraries and that the reason is a valid one, which there very well could be :).""","[""'Usability'""]",0.441321817
"""By the way, the same rationale applies to setters, but I'd use an IllegalArgumentException there.""","[""'Bug'""]",0.684901313
"""So I'd call it the pioneer, not Restlet.""","[""'Others'""]",0.60144224
"""If you want to actually do something with the resulting parsed grammar, I might suggest looking at URL_http://db.apache.org/derby/ [Derby] , an open source SQL database written in Java.""","[""'Legal'""]",0.36490551
"""That doesn't sound useful at all, but maybe I have yet to see the light :) .""","[""'Usability'""]",0.947939542
"""Is there a way of doing this without Unlimited Strength Jurisdiction Policy files?""","[""'Others'""]",0.507471439
"""I'm not convinced that there's really a good reason unless you've got a desperate need to keep the number of libraries down.""","[""'OnlySentiment'""]",0.252040346
"""HTTPUnit has a great interface (not much code needed), but the latest version of it submits duplicate requests.""","[""'Usability'""]",0.285296946
"""Don't use read without arguments.It's very slow.Better read it to buffer and move it to file quickly.""","[""'Performance'"", ""'Usability'""]",0.052456425
"""You'll find it's performance compared to ActiveMQ is _extremely_ good.""","[""'Performance'""]",0.102879846
"""All contents of the file except the first 9 bytes were decrypted properly.""","[""'Security'""]",0.080419388
"""I do always use a single HttpClient instance.""","[""'Usability'""]",0.702879541
"""But if it is initialize to 10k then you write 1 character more than 10k, it will get re-allocated and copied to a 20k array.""","[""'Others'""]",0.057824283
"""I want to be able to access properties from a JSON string within my Java action method.""","[""'Others'""]",0.644021742
"""Avoid method calls.""","[""'Others'""]",0.502531908
"""If you know what technology you are going to use, having a startup app that is customized for your needs can be a huge timesaver.""","[""'Performance'""]",0.461996341
"""Similar?""","[""'Others'""]",0.31576718
"""I wish to print a CODETERM1 object as nicely as the Eclipse debugger does, i.e., CODETERM2 etc, but printing it with CODETERM3 doesn't return this nice result.""","[""'Usability'""]",0.673532553
"""I can imagine... :) Thank you very much!.""","[""'OnlySentiment'""]",0.85714773
"""What applications could I use or how could I write one?""","[u""'Usability'""]",0.882845036
